panel_id,image,box_index,class_id,class_name,osd_area_ratio,osd_pixels,threshold
P1,A1_B3_P1_2022-05-24_IR1_00007,3,1,epoxy_surface,0.0041,17,0.3
P1,A1_B3_P1_2022-05-24_IR1_00007,5,1,epoxy_surface,0.0147,78,0.3
P1,A1_B3_P1_2022-05-24_IR1_00007,6,1,epoxy_surface,0.0193,92,0.3
P1,A1_B3_P1_2022-05-24_IR1_00007,7,0,core_iron,0.0077,64,0.3
P1,A1_B3_P1_2022-05-24_IR1_00008,0,0,core_iron,0.0038,19,0.3
P1,A1_B3_P1_2022-05-24_IR1_00008,2,1,epoxy_surface,0.0128,71,0.3
P1,A1_B3_P1_2022-05-24_IR1_00008,3,1,epoxy_surface,0.0177,89,0.3
P1,A1_B3_P1_2022-05-24_IR1_00008,6,1,epoxy_surface,0.0042,26,0.3
P1,A1_B3_P1_2022-05-24_IR1_00009,1,0,core_iron,0.0040,25,0.3
P1,A1_B3_P1_2022-05-24_IR1_00009,3,1,epoxy_surface,0.0135,97,0.3
P1,A1_B3_P1_2022-05-24_IR1_00009,4,1,epoxy_surface,0.0097,76,0.3
P1,A1_B3_P1_2022-05-24_IR1_00009,5,1,epoxy_surface,0.0022,15,0.3
P1,A1_B3_P1_2022-05-24_IR1_00010,0,1,epoxy_surface,0.0130,79,0.3
P1,A1_B3_P1_2022-05-24_IR1_00010,2,1,epoxy_surface,0.0120,74,0.3
P1,A1_B3_P1_2022-05-24_IR1_00010,3,0,core_iron,0.0040,32,0.3
P1,A1_B3_P1_2022-05-24_IR1_00010,7,1,epoxy_surface,0.0115,57,0.3
P1,A1_B3_P1_2022-05-24_IR1_00011,0,1,epoxy_surface,0.0196,82,0.3
P1,A1_B3_P1_2022-05-24_IR1_00011,3,0,core_iron,0.0040,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00011,5,1,epoxy_surface,0.0030,16,0.3
P1,A1_B3_P1_2022-05-24_IR1_00011,6,1,epoxy_surface,0.0139,76,0.3
P1,A1_B3_P1_2022-05-24_IR1_00012,0,1,epoxy_surface,0.0098,45,0.3
P1,A1_B3_P1_2022-05-24_IR1_00012,1,1,epoxy_surface,0.0151,71,0.3
P1,A1_B3_P1_2022-05-24_IR1_00012,2,0,core_iron,0.0040,19,0.3
P1,A1_B3_P1_2022-05-24_IR1_00012,3,1,epoxy_surface,0.0169,77,0.3
P1,A1_B3_P1_2022-05-24_IR1_00013,3,1,epoxy_surface,0.0131,25,0.3
P1,A1_B3_P1_2022-05-24_IR1_00013,5,0,core_iron,0.0036,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00014,1,0,core_iron,0.0029,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00014,3,1,epoxy_surface,0.0077,22,0.3
P1,A1_B3_P1_2022-05-24_IR1_00015,1,1,epoxy_surface,0.0079,22,0.3
P1,A1_B3_P1_2022-05-24_IR1_00015,5,0,core_iron,0.0029,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00016,0,0,core_iron,0.0046,29,0.3
P1,A1_B3_P1_2022-05-24_IR1_00016,2,1,epoxy_surface,0.0175,94,0.3
P1,A1_B3_P1_2022-05-24_IR1_00016,5,1,epoxy_surface,0.0264,77,0.3
P1,A1_B3_P1_2022-05-24_IR1_00017,1,0,core_iron,0.0056,32,0.3
P1,A1_B3_P1_2022-05-24_IR1_00017,3,1,epoxy_surface,0.0154,93,0.3
P1,A1_B3_P1_2022-05-24_IR1_00017,4,1,epoxy_surface,0.0329,53,0.3
P1,A1_B3_P1_2022-05-24_IR1_00018,0,0,core_iron,0.0045,26,0.3
P1,A1_B3_P1_2022-05-24_IR1_00018,3,1,epoxy_surface,0.0400,55,0.3
P1,A1_B3_P1_2022-05-24_IR1_00018,5,1,epoxy_surface,0.0185,97,0.3
P1,A1_B3_P1_2022-05-24_IR1_00019,1,1,epoxy_surface,0.0238,96,0.3
P1,A1_B3_P1_2022-05-24_IR1_00019,2,0,core_iron,0.0037,20,0.3
P1,A1_B3_P1_2022-05-24_IR1_00019,4,1,epoxy_surface,0.0235,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00020,2,1,epoxy_surface,0.0180,17,0.3
P1,A1_B3_P1_2022-05-24_IR1_00020,4,0,core_iron,0.0344,159,0.3
P1,A1_B3_P1_2022-05-24_IR1_00020,5,2,mold_tr_contact,0.0692,9,0.3
P1,A1_B3_P1_2022-05-24_IR1_00021,4,0,core_iron,0.0379,177,0.3
P1,A1_B3_P1_2022-05-24_IR1_00022,1,0,core_iron,0.0373,138,0.3
P1,A1_B3_P1_2022-05-24_IR1_00022,2,1,epoxy_surface,0.0043,5,0.3
P1,A1_B3_P1_2022-05-24_IR1_00023,0,1,epoxy_surface,0.0222,91,0.3
P1,A1_B3_P1_2022-05-24_IR1_00023,1,1,epoxy_surface,0.0305,81,0.3
P1,A1_B3_P1_2022-05-24_IR1_00023,5,0,core_iron,0.0062,44,0.3
P1,A1_B3_P1_2022-05-24_IR1_00023,6,1,epoxy_surface,0.0029,8,0.3
P1,A1_B3_P1_2022-05-24_IR1_00024,3,1,epoxy_surface,0.0115,29,0.3
P1,A1_B3_P1_2022-05-24_IR1_00024,4,1,epoxy_surface,0.0175,91,0.3
P1,A1_B3_P1_2022-05-24_IR1_00024,5,1,epoxy_surface,0.0104,47,0.3
P1,A1_B3_P1_2022-05-24_IR1_00024,6,0,core_iron,0.0040,25,0.3
P1,A1_B3_P1_2022-05-24_IR1_00024,7,2,mold_tr_contact,0.0909,16,0.3
P1,A1_B3_P1_2022-05-24_IR1_00025,1,1,epoxy_surface,0.0192,87,0.3
P1,A1_B3_P1_2022-05-24_IR1_00025,2,1,epoxy_surface,0.0095,43,0.3
P1,A1_B3_P1_2022-05-24_IR1_00025,7,0,core_iron,0.0041,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00025,8,1,epoxy_surface,0.0126,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00026,2,1,epoxy_surface,0.0269,91,0.3
P1,A1_B3_P1_2022-05-24_IR1_00026,3,1,epoxy_surface,0.0208,86,0.3
P1,A1_B3_P1_2022-05-24_IR1_00026,4,1,epoxy_surface,0.0082,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00026,6,0,core_iron,0.0067,44,0.3
P1,A1_B3_P1_2022-05-24_IR1_00026,7,2,mold_tr_contact,0.0833,17,0.3
P1,A1_B3_P1_2022-05-24_IR1_00026,9,2,mold_tr_contact,0.0909,16,0.3
P1,A1_B3_P1_2022-05-24_IR1_00027,0,1,epoxy_surface,0.0066,32,0.3
P1,A1_B3_P1_2022-05-24_IR1_00027,1,1,epoxy_surface,0.0200,85,0.3
P1,A1_B3_P1_2022-05-24_IR1_00027,3,0,core_iron,0.0040,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00027,7,1,epoxy_surface,0.0304,70,0.3
P1,A1_B3_P1_2022-05-24_IR1_00028,1,0,core_iron,0.0039,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00028,3,1,epoxy_surface,0.0069,35,0.3
P1,A1_B3_P1_2022-05-24_IR1_00028,4,1,epoxy_surface,0.0172,75,0.3
P1,A1_B3_P1_2022-05-24_IR1_00028,6,1,epoxy_surface,0.0244,71,0.3
P1,A1_B3_P1_2022-05-24_IR1_00029,1,1,epoxy_surface,0.0250,80,0.3
P1,A1_B3_P1_2022-05-24_IR1_00029,2,1,epoxy_surface,0.0075,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00029,3,1,epoxy_surface,0.0119,22,0.3
P1,A1_B3_P1_2022-05-24_IR1_00029,4,0,core_iron,0.0017,10,0.3
P1,A1_B3_P1_2022-05-24_IR1_00030,0,1,epoxy_surface,0.0011,3,0.3
P1,A1_B3_P1_2022-05-24_IR1_00030,1,1,epoxy_surface,0.0296,99,0.3
P1,A1_B3_P1_2022-05-24_IR1_00030,3,0,core_iron,0.0051,30,0.3
P1,A1_B3_P1_2022-05-24_IR1_00030,6,1,epoxy_surface,0.0227,82,0.3
P1,A1_B3_P1_2022-05-24_IR1_00031,2,1,epoxy_surface,0.0094,18,0.3
P1,A1_B3_P1_2022-05-24_IR1_00031,5,1,epoxy_surface,0.0007,2,0.3
P1,A1_B3_P1_2022-05-24_IR1_00032,0,2,mold_tr_contact,0.1111,16,0.3
P1,A1_B3_P1_2022-05-24_IR1_00032,1,1,epoxy_surface,0.0200,85,0.3
P1,A1_B3_P1_2022-05-24_IR1_00032,2,1,epoxy_surface,0.0007,2,0.3
P1,A1_B3_P1_2022-05-24_IR1_00032,3,1,epoxy_surface,0.0061,7,0.3
P1,A1_B3_P1_2022-05-24_IR1_00032,5,0,core_iron,0.0048,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00033,0,0,core_iron,0.0055,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00033,1,1,epoxy_surface,0.0095,22,0.3
P1,A1_B3_P1_2022-05-24_IR1_00033,2,1,epoxy_surface,0.0142,60,0.3
P1,A1_B3_P1_2022-05-24_IR1_00034,2,1,epoxy_surface,0.0119,59,0.3
P1,A1_B3_P1_2022-05-24_IR1_00034,3,0,core_iron,0.0058,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00034,4,1,epoxy_surface,0.0102,29,0.3
P1,A1_B3_P1_2022-05-24_IR1_00035,0,1,epoxy_surface,0.0135,77,0.3
P1,A1_B3_P1_2022-05-24_IR1_00035,2,1,epoxy_surface,0.0171,42,0.3
P1,A1_B3_P1_2022-05-24_IR1_00035,3,0,core_iron,0.0049,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00035,7,1,epoxy_surface,0.0026,13,0.3
P1,A1_B3_P1_2022-05-24_IR1_00036,1,0,core_iron,0.0051,27,0.3
P1,A1_B3_P1_2022-05-24_IR1_00036,3,1,epoxy_surface,0.0026,10,0.3
P1,A1_B3_P1_2022-05-24_IR1_00036,4,1,epoxy_surface,0.0165,32,0.3
P1,A1_B3_P1_2022-05-24_IR1_00036,6,1,epoxy_surface,0.0169,41,0.3
P1,A1_B3_P1_2022-05-24_IR1_00037,0,1,epoxy_surface,0.0039,15,0.3
P1,A1_B3_P1_2022-05-24_IR1_00037,2,1,epoxy_surface,0.0187,36,0.3
P1,A1_B3_P1_2022-05-24_IR1_00037,3,1,epoxy_surface,0.0164,44,0.3
P1,A1_B3_P1_2022-05-24_IR1_00037,5,0,core_iron,0.0054,27,0.3
P1,A1_B3_P1_2022-05-24_IR1_00038,3,0,core_iron,0.0057,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00038,4,1,epoxy_surface,0.0047,16,0.3
P1,A1_B3_P1_2022-05-24_IR1_00038,5,0,core_iron,0.0058,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00038,6,1,epoxy_surface,0.0222,44,0.3
P1,A1_B3_P1_2022-05-24_IR1_00038,7,1,epoxy_surface,0.0145,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00039,1,1,epoxy_surface,0.0151,18,0.3
P1,A1_B3_P1_2022-05-24_IR1_00039,3,1,epoxy_surface,0.0034,6,0.3
P1,A1_B3_P1_2022-05-24_IR1_00039,6,0,core_iron,0.0051,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00039,7,1,epoxy_surface,0.0235,78,0.3
P1,A1_B3_P1_2022-05-24_IR1_00040,0,1,epoxy_surface,0.0196,61,0.3
P1,A1_B3_P1_2022-05-24_IR1_00040,1,0,core_iron,0.0054,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00040,3,1,epoxy_surface,0.0095,19,0.3
P1,A1_B3_P1_2022-05-24_IR1_00041,0,1,epoxy_surface,0.0043,41,0.3
P1,A1_B3_P1_2022-05-24_IR1_00041,1,1,epoxy_surface,0.0022,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00041,2,0,core_iron,0.0185,73,0.3
P1,A1_B3_P1_2022-05-24_IR1_00041,3,1,epoxy_surface,0.0169,161,0.3
P1,A1_B3_P1_2022-05-24_IR1_00041,4,0,core_iron,0.0265,181,0.3
P1,A1_B3_P1_2022-05-24_IR1_00042,1,1,epoxy_surface,0.0019,19,0.3
P1,A1_B3_P1_2022-05-24_IR1_00042,2,0,core_iron,0.0172,73,0.3
P1,A1_B3_P1_2022-05-24_IR1_00042,3,0,core_iron,0.0297,149,0.3
P1,A1_B3_P1_2022-05-24_IR1_00043,0,1,epoxy_surface,0.0138,133,0.3
P1,A1_B3_P1_2022-05-24_IR1_00043,1,2,mold_tr_contact,0.0588,13,0.3
P1,A1_B3_P1_2022-05-24_IR1_00043,4,1,epoxy_surface,0.0069,67,0.3
P1,A1_B3_P1_2022-05-24_IR1_00043,5,1,epoxy_surface,0.0069,68,0.3
P1,A1_B3_P1_2022-05-24_IR1_00043,6,0,core_iron,0.0034,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00044,0,0,core_iron,0.0247,134,0.3
P1,A1_B3_P1_2022-05-24_IR1_00044,1,1,epoxy_surface,0.0069,67,0.3
P1,A1_B3_P1_2022-05-24_IR1_00044,2,1,epoxy_surface,0.0115,125,0.3
P1,A1_B3_P1_2022-05-24_IR1_00045,0,1,epoxy_surface,0.0069,67,0.3
P1,A1_B3_P1_2022-05-24_IR1_00045,1,2,mold_tr_contact,0.0171,4,0.3
P1,A1_B3_P1_2022-05-24_IR1_00045,2,1,epoxy_surface,0.0093,81,0.3
P1,A1_B3_P1_2022-05-24_IR1_00045,5,0,core_iron,0.0215,138,0.3
P1,A1_B3_P1_2022-05-24_IR1_00045,6,1,epoxy_surface,0.0007,7,0.3
P1,A1_B3_P1_2022-05-24_IR1_00046,0,2,mold_tr_contact,0.0588,14,0.3
P1,A1_B3_P1_2022-05-24_IR1_00046,1,1,epoxy_surface,0.0007,6,0.3
P1,A1_B3_P1_2022-05-24_IR1_00046,2,2,mold_tr_contact,0.0407,9,0.3
P1,A1_B3_P1_2022-05-24_IR1_00046,4,0,core_iron,0.0036,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00046,5,1,epoxy_surface,0.0069,67,0.3
P1,A1_B3_P1_2022-05-24_IR1_00046,6,2,mold_tr_contact,0.0588,13,0.3
P1,A1_B3_P1_2022-05-24_IR1_00046,7,1,epoxy_surface,0.0093,91,0.3
P1,A1_B3_P1_2022-05-24_IR1_00047,1,0,core_iron,0.0303,191,0.3
P1,A1_B3_P1_2022-05-24_IR1_00047,3,0,core_iron,0.0142,63,0.3
P1,A1_B3_P1_2022-05-24_IR1_00048,0,1,epoxy_surface,0.0115,93,0.3
P1,A1_B3_P1_2022-05-24_IR1_00048,3,0,core_iron,0.0368,162,0.3
P1,A1_B3_P1_2022-05-24_IR1_00048,4,0,core_iron,0.0302,179,0.3
P1,A1_B3_P1_2022-05-24_IR1_00049,0,0,core_iron,0.0150,51,0.3
P1,A1_B3_P1_2022-05-24_IR1_00049,3,1,epoxy_surface,0.0018,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00049,4,0,core_iron,0.0289,171,0.3
P1,A1_B3_P1_2022-05-24_IR1_00050,0,1,epoxy_surface,0.0071,77,0.3
P1,A1_B3_P1_2022-05-24_IR1_00050,1,1,epoxy_surface,0.0154,185,0.3
P1,A1_B3_P1_2022-05-24_IR1_00050,2,0,core_iron,0.0265,122,0.3
P1,A1_B3_P1_2022-05-24_IR1_00051,0,1,epoxy_surface,0.0065,83,0.3
P1,A1_B3_P1_2022-05-24_IR1_00051,1,0,core_iron,0.0023,7,0.3
P1,A1_B3_P1_2022-05-24_IR1_00051,2,0,core_iron,0.0251,125,0.3
P1,A1_B3_P1_2022-05-24_IR1_00051,5,1,epoxy_surface,0.0164,209,0.3
P1,A1_B3_P1_2022-05-24_IR1_00052,0,0,core_iron,0.0166,58,0.3
P1,A1_B3_P1_2022-05-24_IR1_00052,1,1,epoxy_surface,0.0160,246,0.3
P1,A1_B3_P1_2022-05-24_IR1_00052,2,1,epoxy_surface,0.0060,87,0.3
P1,A1_B3_P1_2022-05-24_IR1_00053,0,1,epoxy_surface,0.0144,174,0.3
P1,A1_B3_P1_2022-05-24_IR1_00053,1,0,core_iron,0.0407,121,0.3
P1,A1_B3_P1_2022-05-24_IR1_00053,2,1,epoxy_surface,0.0063,81,0.3
P1,A1_B3_P1_2022-05-24_IR1_00054,0,0,core_iron,0.0334,117,0.3
P1,A1_B3_P1_2022-05-24_IR1_00054,1,0,core_iron,0.0055,23,0.3
P1,A1_B3_P1_2022-05-24_IR1_00054,2,1,epoxy_surface,0.0148,180,0.3
P1,A1_B3_P1_2022-05-24_IR1_00054,3,1,epoxy_surface,0.0067,81,0.3
P1,A1_B3_P1_2022-05-24_IR1_00055,2,1,epoxy_surface,0.0194,118,0.3
P1,A1_B3_P1_2022-05-24_IR1_00055,3,0,core_iron,0.0393,118,0.3
P1,A1_B3_P1_2022-05-24_IR1_00055,4,0,core_iron,0.0051,22,0.3
P1,A1_B3_P1_2022-05-24_IR1_00056,0,1,epoxy_surface,0.0252,142,0.3
P1,A1_B3_P1_2022-05-24_IR1_00056,1,0,core_iron,0.0029,8,0.3
P1,A1_B3_P1_2022-05-24_IR1_00056,3,1,epoxy_surface,0.0017,19,0.3
P1,A1_B3_P1_2022-05-24_IR1_00057,0,0,core_iron,0.0196,45,0.3
P1,A1_B3_P1_2022-05-24_IR1_00057,3,1,epoxy_surface,0.0112,127,0.3
P1,A1_B3_P1_2022-05-24_IR1_00057,6,1,epoxy_surface,0.0034,14,0.3
P1,A1_B3_P1_2022-05-24_IR1_00058,0,0,core_iron,0.0008,2,0.3
P1,A1_B3_P1_2022-05-24_IR1_00058,1,1,epoxy_surface,0.0105,142,0.3
P1,A1_B3_P1_2022-05-24_IR1_00058,3,0,core_iron,0.0216,46,0.3
P1,A1_B3_P1_2022-05-24_IR1_00059,0,1,epoxy_surface,0.0242,135,0.3
P1,A1_B3_P1_2022-05-24_IR1_00059,3,1,epoxy_surface,0.0010,10,0.3
P1,A1_B3_P1_2022-05-24_IR1_00059,4,0,core_iron,0.0184,98,0.3
P1,A1_B3_P1_2022-05-24_IR1_00059,5,1,epoxy_surface,0.0069,72,0.3
P1,A1_B3_P1_2022-05-24_IR1_00060,0,1,epoxy_surface,0.0107,136,0.3
P1,A1_B3_P1_2022-05-24_IR1_00060,1,2,mold_tr_contact,0.0404,8,0.3
P1,A1_B3_P1_2022-05-24_IR1_00060,2,1,epoxy_surface,0.0051,32,0.3
P1,A1_B3_P1_2022-05-24_IR1_00060,3,0,core_iron,0.0070,36,0.3
P1,A1_B3_P1_2022-05-24_IR1_00060,5,2,mold_tr_contact,0.0940,11,0.3
P1,A1_B3_P1_2022-05-24_IR1_00061,0,1,epoxy_surface,0.0147,137,0.3
P1,A1_B3_P1_2022-05-24_IR1_00061,1,1,epoxy_surface,0.0023,19,0.3
P1,A1_B3_P1_2022-05-24_IR1_00062,0,1,epoxy_surface,0.0118,130,0.3
P1,A1_B3_P1_2022-05-24_IR1_00062,1,1,epoxy_surface,0.0002,2,0.3
P1,A1_B3_P1_2022-05-24_IR1_00062,2,0,core_iron,0.0191,88,0.3
P1,A1_B3_P1_2022-05-24_IR1_00063,0,1,epoxy_surface,0.0114,137,0.3
P1,A1_B3_P1_2022-05-24_IR1_00063,1,1,epoxy_surface,0.0046,15,0.3
P1,A1_B3_P1_2022-05-24_IR1_00063,2,0,core_iron,0.0259,101,0.3
P1,A1_B3_P1_2022-05-24_IR1_00063,3,0,core_iron,0.0033,6,0.3
P1,A1_B3_P1_2022-05-24_IR1_00064,1,1,epoxy_surface,0.0017,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00064,2,1,epoxy_surface,0.0225,137,0.3
P1,A1_B3_P1_2022-05-24_IR1_00064,3,0,core_iron,0.0004,2,0.3
P1,A1_B3_P1_2022-05-24_IR1_00064,4,0,core_iron,0.0212,75,0.3
P1,A1_B3_P1_2022-05-24_IR1_00067,0,1,epoxy_surface,0.0020,15,0.3
P1,A1_B3_P1_2022-05-24_IR1_00067,1,1,epoxy_surface,0.0103,76,0.3
P1,A1_B3_P1_2022-05-24_IR1_00067,2,2,mold_tr_contact,0.0114,4,0.3
P1,A1_B3_P1_2022-05-24_IR1_00067,3,0,core_iron,0.0040,27,0.3
P1,A1_B3_P1_2022-05-24_IR1_00067,9,1,epoxy_surface,0.0102,76,0.3
P1,A1_B3_P1_2022-05-24_IR1_00068,0,1,epoxy_surface,0.0108,87,0.3
P1,A1_B3_P1_2022-05-24_IR1_00068,3,1,epoxy_surface,0.0158,100,0.3
P1,A1_B3_P1_2022-05-24_IR1_00068,5,2,mold_tr_contact,0.0625,35,0.3
P1,A1_B3_P1_2022-05-24_IR1_00068,6,1,epoxy_surface,0.0095,59,0.3
P1,A1_B3_P1_2022-05-24_IR1_00068,7,0,core_iron,0.0067,54,0.3
P1,A1_B3_P1_2022-05-24_IR1_00069,0,1,epoxy_surface,0.0016,7,0.3
P1,A1_B3_P1_2022-05-24_IR1_00069,1,1,epoxy_surface,0.0123,94,0.3
P1,A1_B3_P1_2022-05-24_IR1_00069,2,1,epoxy_surface,0.0165,92,0.3
P1,A1_B3_P1_2022-05-24_IR1_00069,6,0,core_iron,0.0039,27,0.3
P1,A1_B3_P1_2022-05-24_IR1_00070,3,1,epoxy_surface,0.0201,116,0.3
P1,A1_B3_P1_2022-05-24_IR1_00070,4,1,epoxy_surface,0.0034,11,0.3
P1,A1_B3_P1_2022-05-24_IR1_00070,5,1,epoxy_surface,0.0144,89,0.3
P1,A1_B3_P1_2022-05-24_IR1_00070,7,0,core_iron,0.0039,22,0.3
P1,A1_B3_P1_2022-05-24_IR1_00071,0,1,epoxy_surface,0.0088,27,0.3
P1,A1_B3_P1_2022-05-24_IR1_00071,1,0,core_iron,0.0071,34,0.3
P1,A1_B3_P1_2022-05-24_IR1_00071,4,2,mold_tr_contact,0.0667,33,0.3
P1,A1_B3_P1_2022-05-24_IR1_00071,6,1,epoxy_surface,0.0267,106,0.3
P1,A1_B3_P1_2022-05-24_IR1_00071,7,1,epoxy_surface,0.0165,83,0.3
P1,A1_B3_P1_2022-05-24_IR1_00072,1,1,epoxy_surface,0.0196,89,0.3
P1,A1_B3_P1_2022-05-24_IR1_00072,3,1,epoxy_surface,0.0098,31,0.3
P1,A1_B3_P1_2022-05-24_IR1_00072,4,1,epoxy_surface,0.0277,93,0.3
P1,A1_B3_P1_2022-05-24_IR1_00073,1,0,core_iron,0.0038,28,0.3
P1,A1_B3_P1_2022-05-24_IR1_00073,2,1,epoxy_surface,0.0131,92,0.3
P1,A1_B3_P1_2022-05-24_IR1_00073,3,1,epoxy_surface,0.0098,91,0.3
P1,A1_B3_P1_2022-05-24_IR1_00073,4,10,silencer_power_fuse,0.0065,24,0.3
P1,A1_B3_P1_2022-05-24_IR1_00073,7,1,epoxy_surface,0.0107,77,0.3
P1,A1_B3_P1_2022-05-24_IR1_00074,1,0,core_iron,0.0039,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00074,3,1,epoxy_surface,0.0089,74,0.3
P1,A1_B3_P1_2022-05-24_IR1_00074,4,1,epoxy_surface,0.0100,70,0.3
P1,A1_B3_P1_2022-05-24_IR1_00074,5,1,epoxy_surface,0.0110,83,0.3
P1,A1_B3_P1_2022-05-24_IR1_00075,1,1,epoxy_surface,0.0110,91,0.3
P1,A1_B3_P1_2022-05-24_IR1_00075,4,1,epoxy_surface,0.0098,69,0.3
P1,A1_B3_P1_2022-05-24_IR1_00075,5,0,core_iron,0.0068,64,0.3
P1,A1_B3_P1_2022-05-24_IR1_00075,7,1,epoxy_surface,0.0219,164,0.3
P1,A1_B3_P1_2022-05-24_IR1_00076,0,1,epoxy_surface,0.0025,14,0.3
P1,A1_B3_P1_2022-05-24_IR1_00076,3,1,epoxy_surface,0.0112,87,0.3
P1,A1_B3_P1_2022-05-24_IR1_00076,5,1,epoxy_surface,0.0173,96,0.3
P1,A1_B3_P1_2022-05-24_IR1_00077,0,1,epoxy_surface,0.0353,77,0.3
P1,A1_B3_P1_2022-05-24_IR1_00077,2,1,epoxy_surface,0.0244,103,0.3
P1,A1_B3_P1_2022-05-24_IR1_00077,4,0,core_iron,0.0053,27,0.3
P1,A1_B3_P1_2022-05-24_IR1_00078,0,0,core_iron,0.0065,28,0.3
P1,A1_B3_P1_2022-05-24_IR1_00078,3,1,epoxy_surface,0.0179,64,0.3
P1,A1_B3_P1_2022-05-24_IR1_00078,4,1,epoxy_surface,0.0271,83,0.3
P1,A1_B3_P1_2022-05-24_IR1_00079,3,1,epoxy_surface,0.0355,78,0.3
P1,A1_B3_P1_2022-05-24_IR1_00079,4,0,core_iron,0.0046,19,0.3
P1,A1_B3_P1_2022-05-24_IR1_00080,0,1,epoxy_surface,0.0238,84,0.3
P1,A1_B3_P1_2022-05-24_IR1_00080,2,1,epoxy_surface,0.0348,89,0.3
P1,A1_B3_P1_2022-05-24_IR1_00080,3,0,core_iron,0.0045,21,0.3
P1,A1_B3_P1_2022-05-24_IR1_00080,5,2,mold_tr_contact,0.0667,37,0.3
P1,A1_B3_P1_2022-05-24_IR1_00081,0,1,epoxy_surface,0.0182,108,0.3
P1,A1_B3_P1_2022-05-24_IR1_00081,2,0,core_iron,0.0055,28,0.3
P1,A1_B3_P1_2022-05-24_IR1_00081,3,1,epoxy_surface,0.0332,67,0.3
P1,A1_B3_P1_2022-05-24_IR1_00082,1,0,core_iron,0.0052,28,0.3
P1,A1_B3_P1_2022-05-24_IR1_00082,3,1,epoxy_surface,0.0154,107,0.3
P1,A1_B3_P1_2022-05-24_IR1_00082,4,2,mold_tr_contact,0.0455,40,0.3
P1,A1_B3_P1_2022-05-24_IR1_00082,5,1,epoxy_surface,0.0238,75,0.3
P1,A1_B3_P1_2022-05-24_IR1_00083,0,1,epoxy_surface,0.0158,104,0.3
P1,A1_B3_P1_2022-05-24_IR1_00083,1,1,epoxy_surface,0.0223,83,0.3
P1,A1_B3_P1_2022-05-24_IR1_00083,4,0,core_iron,0.0054,25,0.3
P1,A1_B3_P1_2022-05-24_IR1_00084,0,2,mold_tr_contact,0.0588,28,0.3
P1,A1_B3_P1_2022-05-24_IR1_00084,2,1,epoxy_surface,0.0298,76,0.3
P1,A1_B3_P1_2022-05-24_IR1_00084,3,1,epoxy_surface,0.0167,108,0.3
P1,A1_B3_P1_2022-05-24_IR1_00084,4,0,core_iron,0.0054,28,0.3
P1,A1_B3_P1_2022-05-24_IR1_00085,1,1,epoxy_surface,0.0285,88,0.3
P1,A1_B3_P1_2022-05-24_IR1_00085,2,2,mold_tr_contact,0.0556,31,0.3
P1,A1_B3_P1_2022-05-24_IR1_00085,3,0,core_iron,0.0065,28,0.3
P1,A1_B3_P1_2022-05-24_IR1_00085,4,1,epoxy_surface,0.0167,69,0.3
P1,A1_B3_P1_2022-05-24_IR1_00086,3,0,core_iron,0.0069,46,0.3
P1,A1_B3_P1_2022-05-24_IR1_00086,6,1,epoxy_surface,0.0159,107,0.3
P1,A1_B3_P1_2022-05-24_IR1_00086,8,1,epoxy_surface,0.0278,81,0.3
P1,A1_B3_P1_2022-05-24_IR1_00086,9,1,epoxy_surface,0.0084,42,0.3
P1,A1_B3_P1_2022-05-24_IR1_00087,1,1,epoxy_surface,0.0163,94,0.3
P1,A1_B3_P1_2022-05-24_IR1_00087,2,0,core_iron,0.0069,46,0.3
P1,A1_B3_P1_2022-05-24_IR1_00087,5,2,mold_tr_contact,0.0455,41,0.3
P1,A1_B3_P1_2022-05-24_IR1_00087,6,1,epoxy_surface,0.0248,99,0.3
P1,A1_B3_P1_2022-05-24_IR1_00087,7,1,epoxy_surface,0.0094,29,0.3
P1,A1_B3_P1_2022-05-24_IR1_00088,1,0,core_iron,0.0063,38,0.3
