panel,panel_id,camera,session,target_classes,unseen_classes,image_id,rel_path,cluster_id,cluster_size,has_rgb_pair,reason,priority,panel_provisional,class_on_hold
P10-ACB&MCCB반,P10,IR1,P10|A1_B1_2022-05-12_IR1_,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,콘덴서 MCCB MCCB 접촉부 ACB 접촉부,P10/A1_B1_P10_2022-05-12_IR1_00002,P10-ACB&MCCB반/A1_B1_P10_2022-05-12_IR1_00002.jpg,P10-C98352,1,1,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_02576,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_02576.jpg,P2-C47687,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A1_B1_2022-07-19_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-19_IR3_00142,P2-LBS&LA반/A1_B1_P2_2022-07-19_IR3_00142.jpg,P2-C46525,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-25_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-25_IR2_00074,P2-LBS&LA반/A1_B1_P2_2022-07-25_IR2_00074.jpg,P2-C47805,15,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-25_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-25_IR2_00503,P2-LBS&LA반/A1_B1_P2_2022-07-25_IR2_00503.jpg,P2-C47924,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-25_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-25_IR2_00252,P2-LBS&LA반/A1_B1_P2_2022-07-25_IR2_00252.jpg,P2-C47859,7,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-25_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-25_IR2_01146,P2-LBS&LA반/A1_B1_P2_2022-07-25_IR2_01146.jpg,P2-C48098,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-25_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-25_IR2_00240,P2-LBS&LA반/A1_B1_P2_2022-07-25_IR2_00240.jpg,P2-C47857,5,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-27_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-27_IR2_00015,P2-LBS&LA반/A1_B1_P2_2022-07-27_IR2_00015.jpg,P2-C48182,8,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A1_B1_2022-07-27_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A1_B1_P2_2022-07-27_IR2_00332,P2-LBS&LA반/A1_B1_P2_2022-07-27_IR2_00332.jpg,P2-C48298,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR1,P2|A2_B1_2022-06-03_IR1_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-06-03_IR1_00002,P2-LBS&LA반/A2_B1_P2_2022-06-03_IR1_00002.jpg,P2-C48410,1,1,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR1,P2|A2_B1_2022-06-03_IR1_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-06-03_IR1_00019,P2-LBS&LA반/A2_B1_P2_2022-06-03_IR1_00019.jpg,P2-C48427,1,1,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR1,P2|A2_B1_2022-06-03_IR1_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-06-03_IR1_00063,P2-LBS&LA반/A2_B1_P2_2022-06-03_IR1_00063.jpg,P2-C48471,1,1,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A2_B1_2022-07-11_IR2_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR2_00001,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR2_00001.jpg,P2-C48499,1,1,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A2_B1_2022-07-11_IR2_1,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR2_1_00286,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR2_1_00286.jpg,P2-C48509,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A2_B1_2022-07-11_IR2_1,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR2_1_00586,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR2_1_00586.jpg,P2-C48695,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A2_B1_2022-07-11_IR2_1,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR2_1_00781,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR2_1_00781.jpg,P2-C48778,4,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A2_B1_2022-07-11_IR2_1,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR2_1_00290,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR2_1_00290.jpg,P2-C48510,4,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A2_B1_2022-07-11_IR2_2,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR2_2_00289,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR2_2_00289.jpg,P2-C48782,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A2_B1_2022-07-11_IR2_2,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR2_2_00401,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR2_2_00401.jpg,P2-C48840,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR2,P2|A2_B1_2022-07-11_IR2_2,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR2_2_00522,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR2_2_00522.jpg,P2-C48912,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00001,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00001.jpg,P2-C48961,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00113,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00113.jpg,P2-C49015,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00108,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00108.jpg,P2-C49014,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00429,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00429.jpg,P2-C49138,2,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00469,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00469.jpg,P2-C49161,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00106,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00106.jpg,P2-C49013,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00196,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00196.jpg,P2-C49052,1,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00424,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00424.jpg,P2-C49136,3,0,라벨 0건 클래스 확인,High,0,
P2-LBS&LA반,P2,IR3,P2|A2_B1_2022-07-11_IR3_,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,LBS 한류형 전력퓨즈 LA 케이블헤드 LBS 1차측 접촉부 LBS 2차측 접촉부,P2/A2_B1_P2_2022-07-11_IR3_00482,P2-LBS&LA반/A2_B1_P2_2022-07-11_IR3_00482.jpg,P2-C49169,2,0,라벨 0건 클래스 확인,High,0,
P3-MOF반,P3,IR1,P3|A2_B1_2022-06-03_IR1_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-06-03_IR1_00001,P3-MOF반/A2_B1_P3_2022-06-03_IR1_00001.jpg,P3-C49398,1,1,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR2,P3|A2_B1_2022-07-11_IR2_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR2_00001,P3-MOF반/A2_B1_P3_2022-07-11_IR2_00001.jpg,P3-C49464,1,1,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR2,P3|A2_B1_2022-07-11_IR2_1,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR2_1_00231,P3-MOF반/A2_B1_P3_2022-07-11_IR2_1_00231.jpg,P3-C49472,5,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR2,P3|A2_B1_2022-07-11_IR2_2,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR2_2_00499,P3-MOF반/A2_B1_P3_2022-07-11_IR2_2_00499.jpg,P3-C49612,1,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR2,P3|A2_B1_2022-07-11_IR2_2,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR2_2_00668,P3-MOF반/A2_B1_P3_2022-07-11_IR2_2_00668.jpg,P3-C49694,2,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A2_B1_2022-07-11_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR3_00002,P3-MOF반/A2_B1_P3_2022-07-11_IR3_00002.jpg,P3-C49819,1,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A2_B1_2022-07-11_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR3_02432,P3-MOF반/A2_B1_P3_2022-07-11_IR3_02432.jpg,P3-C50829,3,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A2_B1_2022-07-11_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR3_00069,P3-MOF반/A2_B1_P3_2022-07-11_IR3_00069.jpg,P3-C49850,1,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A2_B1_2022-07-11_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR3_02480,P3-MOF반/A2_B1_P3_2022-07-11_IR3_02480.jpg,P3-C50855,1,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A2_B1_2022-07-11_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A2_B1_P3_2022-07-11_IR3_00886,P3-MOF반/A2_B1_P3_2022-07-11_IR3_00886.jpg,P3-C50192,1,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR2,P3|A3_B1_2022-07-01_IR2_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A3_B1_P3_2022-07-01_IR2_00004,P3-MOF반/A3_B1_P3_2022-07-01_IR2_00004.jpg,P3-C50906,1,1,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A3_B1_2022-07-01_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A3_B1_P3_2022-07-01_IR3_00003,P3-MOF반/A3_B1_P3_2022-07-01_IR3_00003.jpg,P3-C50913,16,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A3_B1_2022-07-01_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A3_B1_P3_2022-07-01_IR3_00568,P3-MOF반/A3_B1_P3_2022-07-01_IR3_00568.jpg,P3-C51164,3,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A3_B1_2022-07-01_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A3_B1_P3_2022-07-01_IR3_00089,P3-MOF반/A3_B1_P3_2022-07-01_IR3_00089.jpg,P3-C50941,51,0,후보 잠정 반 검증,High,1,
P3-MOF반,P3,IR3,P3|A3_B1_2022-07-01_IR3_,변류기 비한류형 전력퓨즈 변류기 접촉부,,P3/A3_B1_P3_2022-07-01_IR3_00605,P3-MOF반/A3_B1_P3_2022-07-01_IR3_00605.jpg,P3-C51187,3,0,후보 잠정 반 검증,High,1,
P4-MOF&PT반,P4,IR1,P4|A1_B1_2022-05-12_IR1_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-05-12_IR1_00001,P4-MOF&PT반/A1_B1_P4_2022-05-12_IR1_00001.jpg,P4-C51561,1,1,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR1,P4|A1_B1_2022-05-12_IR1_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-05-12_IR1_00059,P4-MOF&PT반/A1_B1_P4_2022-05-12_IR1_00059.jpg,P4-C51618,1,1,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR1,P4|A1_B1_2022-05-12_IR1_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-05-12_IR1_00094,P4-MOF&PT반/A1_B1_P4_2022-05-12_IR1_00094.jpg,P4-C51649,1,1,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR1,P4|A1_B1_2022-05-12_IR1_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-05-12_IR1_00031,P4-MOF&PT반/A1_B1_P4_2022-05-12_IR1_00031.jpg,P4-C51590,1,1,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR1,P4|A1_B1_2022-06-03_IR1_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-06-03_IR1_00002,P4-MOF&PT반/A1_B1_P4_2022-06-03_IR1_00002.jpg,P4-C51668,1,1,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR1,P4|A1_B1_2022-06-17_IR1_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-06-17_IR1_00001,P4-MOF&PT반/A1_B1_P4_2022-06-17_IR1_00001.jpg,P4-C51722,1,1,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR2,P4|A1_B1_2022-07-19_IR2_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR2_00000,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR2_00000.jpg,P4-C51745,5,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR2,P4|A1_B1_2022-07-19_IR2_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR2_00593,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR2_00593.jpg,P4-C51922,1,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR2,P4|A1_B1_2022-07-19_IR2_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR2_01863,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR2_01863.jpg,P4-C52248,1,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR2,P4|A1_B1_2022-07-19_IR2_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR2_01647,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR2_01647.jpg,P4-C52201,2,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR2,P4|A1_B1_2022-07-19_IR2_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR2_01377,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR2_01377.jpg,P4-C52065,3,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR2,P4|A1_B1_2022-07-19_IR2_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR2_01417,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR2_01417.jpg,P4-C52078,2,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_00004,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_00004.jpg,P4-C52249,2,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_00102,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_00102.jpg,P4-C52277,7,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_01623,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_01623.jpg,P4-C52942,1,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_01322,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_01322.jpg,P4-C52831,2,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_00123,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_00123.jpg,P4-C52287,3,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_01624,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_01624.jpg,P4-C52943,1,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_01257,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_01257.jpg,P4-C52805,2,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_00224,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_00224.jpg,P4-C52340,2,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_00106,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_00106.jpg,P4-C52281,13,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR3,P4|A1_B1_2022-07-19_IR3_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-19_IR3_01327,P4-MOF&PT반/A1_B1_P4_2022-07-19_IR3_01327.jpg,P4-C52833,1,0,라벨 0건 클래스 확인,High,0,
P4-MOF&PT반,P4,IR2,P4|A1_B1_2022-07-25_IR2_,변압기 변류기 비한류형 전력퓨즈 변압기 접촉부 변류기 접촉부 몰드타입 PT,몰드타입 PT,P4/A1_B1_P4_2022-07-25_IR2_00000,P4-MOF&PT반/A1_B1_P4_2022-07-25_IR2_00000.jpg,P4-C53241,2,0,라벨 0건 클래스 확인,High,0,
